StaNum	Year	Month	Day	Value
59294	1964	1	1	0
59294	1964	1	2	0
59294	1964	1	3	36
59294	1964	1	4	0
59294	1964	1	5	35
59294	1964	1	6	26
59294	1964	1	7	65
59294	1964	1	8	57
59294	1964	1	9	84
59294	1964	1	10	76
59294	1964	1	11	32
59294	1964	1	12	23
59294	1964	1	13	23
59294	1964	1	14	0
59294	1964	1	15	0
59294	1964	1	16	0
59294	1964	1	17	15
59294	1964	1	18	79
59294	1964	1	19	45
59294	1964	1	20	18
59294	1964	1	21	0
59294	1964	1	22	5
59294	1964	1	23	7
59294	1964	1	24	33
59294	1964	1	25	0
59294	1964	1	26	0
59294	1964	1	27	0
59294	1964	1	28	13
59294	1964	1	29	19
59294	1964	1	30	51
59294	1964	1	31	0
59294	1964	2	1	0
59294	1964	2	2	0
59294	1964	2	3	43
59294	1964	2	4	36
59294	1964	2	5	15
59294	1964	2	6	0
59294	1964	2	7	25
59294	1964	2	8	0
59294	1964	2	9	12
59294	1964	2	10	0
59294	1964	2	11	0
59294	1964	2	12	18
59294	1964	2	13	66
59294	1964	2	14	0
59294	1964	2	15	78
59294	1964	2	16	0
59294	1964	2	17	0
59294	1964	2	18	0
59294	1964	2	19	0
59294	1964	2	20	0
59294	1964	2	21	0
59294	1964	2	22	0
59294	1964	2	23	0
59294	1964	2	24	0
59294	1964	2	25	0
59294	1964	2	26	57
59294	1964	2	27	87
59294	1964	2	28	64
59294	1964	2	29	69
59294	1964	3	1	73
59294	1964	3	2	11
59294	1964	3	3	0
59294	1964	3	4	0
